endereco;valor;area;quartos;vagas;banheiros;pagina
Rua Carlos Sampaio - Centro, Rio de Janeiro - RJ;800.0;22;1;0;1;8
Rua Santo Amaro, 196 - Glória, Rio de Janeiro - RJ;900.0;30;1;0;1;8
Copacabana, Rio de Janeiro - RJ;1700.0;30;1;0;1;8
Rua Miranda Vale, 109 - Del Castilho, Rio de Janeiro - RJ;800.0;48;1;0;1;8
Avenida Atlântica - Copacabana, Rio de Janeiro - RJ;2000.0;30;1;0;1;8
Rua Clementina de Jesus - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1100.0;40;1;0;1;8
Rua Buarque de Macedo, 48 - Flamengo, Rio de Janeiro - RJ;1500.0;33;1;0;1;8
Rua Voluntários da Pátria, 450 - Humaitá, Rio de Janeiro - RJ;1500.0;30;1;0;1;8
Boulevard Vinte e Oito de Setembro, 181 - Vila Isabel, Rio de Janeiro - RJ;1800.0;42;1;0;1;8
Avenida Dom Hélder Câmara, 7912 - Piedade, Rio de Janeiro - RJ;500.0;25;1;0;1;8
Realengo, Rio de Janeiro - RJ;600.0;55;1;0;1;8
Rua Felipe de Oliveira - Copacabana, Rio de Janeiro - RJ;1600.0;38;1;0;1;8
Copacabana, Rio de Janeiro - RJ;1700.0;38;1;0;1;8
Rua Correa Dutra - Flamengo, Rio de Janeiro - RJ;1500.0;45;1;0;1;8
Rua Figueiredo Magalhães - Copacabana, Rio de Janeiro - RJ;2300.0;45;1;0;2;9
Rua Maria José, 1048 - Madureira, Rio de Janeiro - RJ;800.0;40;1;0;1;9
Rua Marquês de Valença, 166 - Tijuca, Rio de Janeiro - RJ;1200.0;45;1;0;2;9
Avenida Ataulfo de Paiva, 50 - Leblon, Rio de Janeiro - RJ;2800.0;60;1;0;1;9
Avenida Dom Hélder Câmara - Piedade, Rio de Janeiro - RJ;800.0;45;1;0;1;9
Rua Antônio Pinto da Mota - Tijuca, Rio de Janeiro - RJ;1000.0;42;1;0;1;9
Rua Santa Clara, 0 - Copacabana, Rio de Janeiro - RJ;1600.0;30;1;0;1;9
Avenida Nossa Senhora de Copacabana, 1150 - Copacabana, Rio de Janeiro - RJ;1590.0;42;1;0;1;9
Rua Tenente Possolo, 0 - Centro, Rio de Janeiro - RJ;550.0;22;1;0;1;9
Rua Gerbera - Rio Comprido, Rio de Janeiro - RJ;800.0;45;1;0;1;9
Rua Silveira Martins - Flamengo, Rio de Janeiro - RJ;2000.0;48;1;0;1;9
Botafogo, Rio de Janeiro - RJ;4300.0;35;1;1;1;9
Recreio Dos Bandeirantes, Rio de Janeiro - RJ;2500.0;60;1;1;1;9
Rua Silveira Martins - Flamengo, Rio de Janeiro - RJ;1400.0;37;1;0;1;9
Rua Borda do Mato, 293 - Grajaú, Rio de Janeiro - RJ;1050.0;45;1;0;2;9
Rua Andrade Pertence, 42 - Catete, Rio de Janeiro - RJ;1700.0;55;1;0;1;9
Rua Figueiredo Magalhães, 121 - Copacabana, Rio de Janeiro - RJ;2100.0;65;1;0;2;9
Rua José Higino, 331 - Tijuca, Rio de Janeiro - RJ;1250.0;55;1;0;2;9
Rua Getúlio, 321 - Méier, Rio de Janeiro - RJ;800.0;46;1;1;1;9
Estrada do Pontal, 7100 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;2200.0;54;1;1;1;9
Rua Voluntários da Pátria, 415 - Botafogo, Rio de Janeiro - RJ;2500.0;53;1;0;1;9
Estrada do Cafundá, 1757 - Taquara, Rio de Janeiro - RJ;600.0;31;1;1;1;9
Rua Divino Salvador, 234 - Piedade, Rio de Janeiro - RJ;500.0;20;1;0;1;9
Largo da Lapa, 200 - Centro, Rio de Janeiro - RJ;750.0;25;1;0;1;9
Taquara, Rio de Janeiro - RJ;800.0;45;1;1;1;9
Rua Silveira Martins - Flamengo, Rio de Janeiro - RJ;1500.0;40;1;0;1;9
Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ;3000.0;46;1;1;1;9
Rua Barão de Mesquita, 746 - Andaraí, Rio de Janeiro - RJ;900.0;28;1;0;1;9
Rua São Manuel - Botafogo, Rio de Janeiro - RJ;2600.0;36;1;1;1;9
Rua Pedro Américo - Catete, Rio de Janeiro - RJ;1100.0;20;1;0;1;9
Rua Marco Polo, 157 - Vila da Penha, Rio de Janeiro - RJ;1600.0;42;1;0;1;9
Rua das Palmeiras, 73 - Botafogo, Rio de Janeiro - RJ;2500.0;70;1;1;1;9
Rua Visconde de Pirajá, 525 - Ipanema, Rio de Janeiro - RJ;2100.0;40;1;0;1;9
Avenida Bartolomeu Mitre, 455 - Leblon, Rio de Janeiro - RJ;7500.0;150;1;1;2;9
Glória, Rio de Janeiro - RJ;1154.0;30;1;0;1;9
Rua Real Grandeza - Botafogo, Rio de Janeiro - RJ;120.0;22;1;0;1;9
Estrada do Pontal, 7100 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;2200.0;54;1;1;1;10
Copacabana, Rio de Janeiro - RJ;1200.0;30;1;0;1;10
Rua das Laranjeiras, 371 - Laranjeiras, Rio de Janeiro - RJ;1500.0;31;1;1;1;10
Rua Silveira Martins - Flamengo, Rio de Janeiro - RJ;1500.0;40;1;0;1;10
Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ;3000.0;46;1;1;1;10
Rua Barão de Mesquita, 746 - Andaraí, Rio de Janeiro - RJ;900.0;28;1;0;1;10
Rua Marco Polo, 157 - Vila da Penha, Rio de Janeiro - RJ;1600.0;42;1;0;1;10
Rua das Palmeiras, 73 - Botafogo, Rio de Janeiro - RJ;2500.0;70;1;1;1;10
Glória, Rio de Janeiro - RJ;1154.0;30;1;0;1;10
Rua Domingos Mondim - Tauá, Rio de Janeiro - RJ;850.0;55;1;1;1;10
Rua Santa Clara, 308* - Copacabana, Rio de Janeiro - RJ;1300.0;40;1;0;1;10
Rua Real Grandeza - Botafogo, Rio de Janeiro - RJ;120.0;22;1;0;1;10
Rua Santa Clara, 0 - Copacabana, Rio de Janeiro - RJ;1600.0;30;1;0;1;10
Estrada do Rio Grande - Taquara, Rio de Janeiro - RJ;1500.0;36;1;0;1;10
Rua Maici, 158 - Tauá, Rio de Janeiro - RJ;1100.0;45;1;0;1;10
Praia Botafogo - Botafogo, Rio de Janeiro - RJ;2000.0;25;1;0;1;10
Rua Dona Mariana, 79 - Botafogo, Rio de Janeiro - RJ;2600.0;40;1;0;1;10
Rua Marquês de Pombal, 171 - Centro, Rio de Janeiro - RJ;1200.0;30;1;0;1;10
Rua Marquês de Olinda - Botafogo, Rio de Janeiro - RJ;1550.0;40;1;0;1;10
Avenida Atlântica - Copacabana, Rio de Janeiro - RJ;1500.0;28;1;0;1;10
Ipanema, Rio de Janeiro - RJ;2400.0;75;1;0;2;10
Rua André Cavalcanti, 77 - Centro, Rio de Janeiro - RJ;1000.0;50;1;0;1;10
Rua Pompeu Loureiro - Copacabana, Rio de Janeiro - RJ;1800.0;38;1;1;1;10
Rua Doutor Satamini, 91 - Tijuca, Rio de Janeiro - RJ;1150.0;40;1;0;1;10
Rua Anchieta - Leme, Rio de Janeiro - RJ;3400.0;45;1;0;1;10
Avenida Engenheiro Richard - Grajaú, Rio de Janeiro - RJ;700.0;25;1;0;1;10
Avenida Oswaldo Cruz - Flamengo, Rio de Janeiro - RJ;2800.0;71;1;1;2;10
Avenida José Luiz Ferraz, 610 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1900.0;60;1;0;1;10
Rua Antônio Basílio - Tijuca, Rio de Janeiro - RJ;1300.0;42;1;0;1;10
Rua Hipólito da Costa, 93 - Vila Isabel, Rio de Janeiro - RJ;1400.0;65;1;0;1;10
Rua Miguel Lemos, 91 - Copacabana, Rio de Janeiro - RJ;2000.0;53;1;0;1;10
Rua Silveira Martins - Flamengo, Rio de Janeiro - RJ;1400.0;50;1;0;1;10
Avenida Lúcio Costa, 5740 - Barra da Tijuca, Rio de Janeiro - RJ;3000.0;25;1;1;1;10
Copacabana, Rio de Janeiro - RJ;2500.0;50;1;0;1;10
Rua Odorico Mendes - Cachambi, Rio de Janeiro - RJ;1500.0;40;1;1;1;10
Rua Voluntários da Pátria, 450 - Humaitá, Rio de Janeiro - RJ;1300.0;30;1;0;1;10
Rua Auriflama, 195 - Guadalupe, Rio de Janeiro - RJ;450.0;25;1;0;1;11
Vila da Penha, Rio de Janeiro - RJ;790.0;44;1;0;1;11
Rua Leopoldo Miguez, 129 - Copacabana, Rio de Janeiro - RJ;1900.0;35;1;0;1;11
Rua Senador Dantas, 19 - Centro, Rio de Janeiro - RJ;1000.0;69;1;0;1;11
Rua Sá Ferreira, 228 - Copacabana, Rio de Janeiro - RJ;1700.0;42;1;0;1;11
Rua Visconde de Pirajá, 411 - Ipanema, Rio de Janeiro - RJ;1400.0;32;1;0;1;11
Rua João de Sousa Carvalho, 1154 - Guadalupe, Rio de Janeiro - RJ;450.0;28;1;0;1;11
Rua Pompeu Loureiro - Copacabana, Rio de Janeiro - RJ;2650.0;40;1;1;1;11
Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ;1700.0;36;1;0;1;11
Rua Alceu Amoroso Lima, 105 - Barra da Tijuca, Rio de Janeiro - RJ;2000.0;65;1;1;1;11
Avenida das Américas - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1500.0;34;1;1;1;11
Rua do Matoso, 125 - Praça da Bandeira, Rio de Janeiro - RJ;4500.0;42;1;0;1;11
Rua das Laranjeiras, 486 - Laranjeiras, Rio de Janeiro - RJ;1900.0;47;1;0;1;11
Rua João Líra, 32 - Leblon, Rio de Janeiro - RJ;2900.0;50;1;0;2;11
Rua das Laranjeiras, 21 - Laranjeiras, Rio de Janeiro - RJ;1800.0;41;1;0;1;11
Rua Riachuelo - Centro, Rio de Janeiro - RJ;850.0;34;1;0;1;11
Rua Cento e Trinta e Três, 1 -  Pedra de Guaratiba, Rio de Janeiro - RJ;550.0;37;1;0;1;11
Rua Risoleta Neves, 27 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1150.0;26;1;0;1;11
Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ;1500.0;50;1;0;1;11
Rua Torres Homem - Vila Isabel, Rio de Janeiro - RJ;1900.0;50;1;1;1;11
Rua Almirante Guilhem - Leblon, Rio de Janeiro - RJ;3200.0;60;1;0;1;11
Rua Farani, 3 - Botafogo, Rio de Janeiro - RJ;1600.0;31;1;0;1;11
Tijuca, Rio de Janeiro - RJ;1200.0;50;1;0;1;11
Rua Riachuelo, 42 - Centro, Rio de Janeiro - RJ;1000.0;38;1;0;1;11
Rua Dois de Fevereiro, 951 - Méier, Rio de Janeiro - RJ;850.0;30;1;1;1;11
Avenida Nossa Senhora de Copacabana, 112 - Copacabana, Rio de Janeiro - RJ;1200.0;32;1;0;1;11
Rua Afonso Pena, 54 - Tijuca, Rio de Janeiro - RJ;1300.0;43;1;0;1;11
Rua Carlos Sampaio - Centro, Rio de Janeiro - RJ;800.0;22;1;0;1;11
Rua General Venâncio Flores - Leblon, Rio de Janeiro - RJ;3300.0;46;1;0;1;11
Avenida Maracanã - Tijuca, Rio de Janeiro - RJ;1100.0;41;1;0;1;11
Rua Voluntários da Pátria, 450 - Humaitá, Rio de Janeiro - RJ;1100.0;30;1;0;1;11
Rua Álvaro Alvim, 37 - Centro, Rio de Janeiro - RJ;500.0;28;1;0;1;11
Rua Washington Luís, 3 - Centro, Rio de Janeiro - RJ;750.0;45;1;0;1;11
Rua Barão de Itambi - Botafogo, Rio de Janeiro - RJ;3000.0;60;1;0;1;11
Rua Leopoldo Miguez, 0 - Copacabana, Rio de Janeiro - RJ;2200.0;60;1;0;1;11
Rua Siqueira Campos, 0 - Copacabana, Rio de Janeiro - RJ;1100.0;32;1;0;1;11
Praia Botafogo - Botafogo, Rio de Janeiro - RJ;1000.0;25;1;0;1;12
Engenho De Dentro, Rio de Janeiro - RJ;950.0;55;1;0;1;12
Rua do Bispo, 265 - Tijuca, Rio de Janeiro - RJ;1250.0;40;1;0;1;12
Avenida Maracanã, 301 - Maracanã, Rio de Janeiro - RJ;1200.0;55;1;0;1;12
Rua Valparaíso - Tijuca, Rio de Janeiro - RJ;1450.0;47;1;0;2;12
Taquara, Rio de Janeiro - RJ;1300.0;55;1;1;1;12
Rua da Lapa, 65 - Lapa, Rio de Janeiro - RJ;1300.0;54;1;1;1;12
Rua Bolivar, 124 - Copacabana, Rio de Janeiro - RJ;1500.0;30;1;0;1;12
Rua Marquês de Olinda - Botafogo, Rio de Janeiro - RJ;1550.0;40;1;0;1;12
Flamengo, Rio de Janeiro - RJ;2300.0;60;1;1;2;12
Avenida Nossa Senhora de Copacabana, 115 - Copacabana, Rio de Janeiro - RJ;180.0;35;1;0;1;12
Rua Senador Dantas, 19 - Centro, Rio de Janeiro - RJ;1000.0;69;1;0;1;12
Rua Itaipava - Jardim Botânico, Rio de Janeiro - RJ;3100.0;48;1;0;1;12
Marechal Hermes, Rio de Janeiro - RJ;800.0;60;1;1;1;12
Rua Andrade Neves, 225 - Tijuca, Rio de Janeiro - RJ;1500.0;60;1;1;2;12
Avenida das Américas, 7897 - Barra da Tijuca, Rio de Janeiro - RJ;2200.0;35;1;1;1;12
Jacarepaguá, Rio de Janeiro - RJ;2000.0;36;1;1;1;12
Rua Real Grandeza, 110 - Botafogo, Rio de Janeiro - RJ;2100.0;43;1;0;1;12
Rua Luís Barroso - Irajá, Rio de Janeiro - RJ;600.0;25;1;0;1;12
Vila Isabel, Rio de Janeiro - RJ;1100.0;41;1;0;1;12
Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ;5000.0;55;1;0;1;12
Rua Riachuelo - Centro, Rio de Janeiro - RJ;1100.0;40;1;0;1;12
Rua Figueiredo Magalhães - Copacabana, Rio de Janeiro - RJ;2300.0;50;1;0;1;12
Rua Dias Ferreira - Leblon, Rio de Janeiro - RJ;4250.0;45;1;0;2;12
Avenida Nossa Senhora de Copacabana, 542 - Copacabana, Rio de Janeiro - RJ;1450.0;45;1;0;1;12
Rua Correa Dutra, 56 - Flamengo, Rio de Janeiro - RJ;900.0;24;1;0;1;12
Rua do Resende - Centro, Rio de Janeiro - RJ;1100.0;45;1;0;1;12
Rua Borda do Mato, 293 - Grajaú, Rio de Janeiro - RJ;1050.0;45;1;0;2;12
Avenida Dom Hélder Câmara - Piedade, Rio de Janeiro - RJ;800.0;45;1;0;1;12
Travessa da Prosperidade - Vila da Penha, Rio de Janeiro - RJ;1200.0;65;1;1;2;12
Rua Santo Amaro, 172 - Glória, Rio de Janeiro - RJ;1000.0;35;1;0;1;12
Rua Barata Ribeiro, 577 - Copacabana, Rio de Janeiro - RJ;2000.0;50;1;0;1;12
Estrada do Itanhangá, 2220 - Itanhangá, Rio de Janeiro - RJ;1200.0;50;1;1;1;12
Rua Santa Clara - Copacabana, Rio de Janeiro - RJ;1500.0;40;1;0;1;12
Rua Manuel Leitão - Tijuca, Rio de Janeiro - RJ;1200.0;26;1;0;1;12
Rua Gustavo de Andrade, 134 - Vista Alegre, Rio de Janeiro - RJ;750.0;30;1;1;1;12
Rua Luís Barroso - Irajá, Rio de Janeiro - RJ;600.0;25;1;0;1;13
Vila Isabel, Rio de Janeiro - RJ;1100.0;41;1;0;1;13
Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ;5000.0;55;1;0;1;13
Rua Riachuelo - Centro, Rio de Janeiro - RJ;1100.0;40;1;0;1;13
Rua Figueiredo Magalhães - Copacabana, Rio de Janeiro - RJ;2300.0;50;1;0;1;13
Rua Dias Ferreira - Leblon, Rio de Janeiro - RJ;4250.0;45;1;0;2;13
Avenida Nossa Senhora de Copacabana, 542 - Copacabana, Rio de Janeiro - RJ;1450.0;45;1;0;1;13
Rua Correa Dutra, 56 - Flamengo, Rio de Janeiro - RJ;900.0;24;1;0;1;13
Rua do Catete, 90 - Catete, Rio de Janeiro - RJ;1600.0;32;1;0;1;13
Rua do Resende - Centro, Rio de Janeiro - RJ;1100.0;45;1;0;1;13
Rua Borda do Mato, 293 - Grajaú, Rio de Janeiro - RJ;1050.0;45;1;0;2;13
Avenida Dom Hélder Câmara - Piedade, Rio de Janeiro - RJ;800.0;45;1;0;1;13
Travessa da Prosperidade - Vila da Penha, Rio de Janeiro - RJ;1200.0;65;1;1;2;13
Rua Santo Amaro, 172 - Glória, Rio de Janeiro - RJ;1000.0;35;1;0;1;13
Rua Barata Ribeiro, 577 - Copacabana, Rio de Janeiro - RJ;2000.0;50;1;0;1;13
Estrada do Itanhangá, 2220 - Itanhangá, Rio de Janeiro - RJ;1200.0;50;1;1;1;13
Rua Santa Clara - Copacabana, Rio de Janeiro - RJ;1500.0;40;1;0;1;13
Rua Manuel Leitão - Tijuca, Rio de Janeiro - RJ;1200.0;26;1;0;1;13
Rua Gustavo de Andrade, 134 - Vista Alegre, Rio de Janeiro - RJ;750.0;30;1;1;1;13
Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ;4000.0;27;1;0;1;13
Rua Santo Amaro, 184 - Glória, Rio de Janeiro - RJ;1100.0;30;1;0;1;13
Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ;1700.0;45;1;1;1;13
Tijuca, Rio de Janeiro - RJ;1300.0;40;1;0;1;13
Copacabana, Rio de Janeiro - RJ;2700.0;55;1;0;1;13
Rua Conde Lages - Glória, Rio de Janeiro - RJ;2500.0;40;1;1;1;13
Rua Gerbera - Rio Comprido, Rio de Janeiro - RJ;800.0;45;1;0;1;13
Rua Joaquim Nabuco, 91 - Copacabana, Rio de Janeiro - RJ;2100.0;33;1;0;1;13
Rua Ibia - Turiaçu, Rio de Janeiro - RJ;500.0;48;1;1;1;13
Rua Riachuelo, 42 - Centro, Rio de Janeiro - RJ;1000.0;38;1;0;1;13
Rua Barão de Itambi, 55 - Botafogo, Rio de Janeiro - RJ;2850.0;50;1;1;2;13
Rua Francisco Muratori - Santa Teresa, Rio de Janeiro - RJ;100.0;27;1;0;1;13
Rua Enéas Martins, 24 - Guadalupe, Rio de Janeiro - RJ;650.0;35;1;0;1;13
Rua Padre Telêmaco, 81 - Cascadura, Rio de Janeiro - RJ;500.0;24;1;0;1;13
Flamengo, Rio de Janeiro - RJ;2170.0;55;1;0;2;13
Avenida Lúcio Costa - Barra da Tijuca, Rio de Janeiro - RJ;3000.0;46;1;1;1;13
Rua Piraí - Marechal Hermes, Rio de Janeiro - RJ;850.0;10;1;0;1;13
Vila Isabel, Rio de Janeiro - RJ;1300.0;50;1;0;1;14
Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ;1000.0;31;1;0;1;14
Rua Cardeal Dom Sebastião Leme, 213 - Santa Teresa, Rio de Janeiro - RJ;1200.0;40;1;0;1;14
Avenida Nossa Senhora de Copacabana, 914* - Copacabana, Rio de Janeiro - RJ;1950.0;52;1;0;1;14
Rua São Francisco Xavier - Maracanã, Rio de Janeiro - RJ;800.0;54;1;1;2;14
Rua Conselheiro Ferraz, 172 - Lins de Vasconcelos, Rio de Janeiro - RJ;650.0;38;1;1;1;14
Botafogo, Rio de Janeiro - RJ;3400.0;55;1;1;2;14
Rua Pareto, 36 - Tijuca, Rio de Janeiro - RJ;1400.0;32;1;0;1;14
Zumbi, Rio de Janeiro - RJ;1280.0;65;1;1;1;14
Leblon, Rio de Janeiro - RJ;5000.0;50;1;0;1;14
Tijuca, Rio de Janeiro - RJ;1500.0;50;1;0;1;14
Rua Pompeu Loureiro - Copacabana, Rio de Janeiro - RJ;2650.0;40;1;1;1;14
Barra da Tijuca, Rio de Janeiro - RJ;3500.0;32;1;0;1;14
Rua Álvaro Miranda - Pilares, Rio de Janeiro - RJ;700.0;48;1;0;1;14
Rua Barata Ribeiro, 96 - Copacabana, Rio de Janeiro - RJ;1400.0;30;1;0;1;14
Rua General Roca - Tijuca, Rio de Janeiro - RJ;1150.0;30;1;0;1;14
Avenida Oswaldo Cruz - Flamengo, Rio de Janeiro - RJ;1950.0;51;1;0;1;14
Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ;2300.0;59;1;1;1;14
Rua Domingos Ferreira - Copacabana, Rio de Janeiro - RJ;1500.0;37;1;0;1;14
Rua Tadeu Kosciusko - Centro, Rio de Janeiro - RJ;1300.0;55;1;0;1;14
Rua Zeferino de Assis, 57 - Ramos, Rio de Janeiro - RJ;800.0;49;1;0;1;14
Rua Barão de Itambi - Botafogo, Rio de Janeiro - RJ;3000.0;60;1;0;1;14
Rua São Clemente, 107 - Botafogo, Rio de Janeiro - RJ;2000.0;44;1;0;1;14
Rua Doutor Sebastião de Aquino - Barra da Tijuca, Rio de Janeiro - RJ;1605.0;35;1;0;1;14
Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ;3000.0;50;1;1;1;14
Rua Paula Freitas, 33 - Copacabana, Rio de Janeiro - RJ;1700.0;39;1;0;1;14
Tijuca, Rio de Janeiro - RJ;1400.0;40;1;0;1;14
Barra da Tijuca, Rio de Janeiro - RJ;3000.0;53;1;1;2;14
Rua Doutor Marques Canário, 24 - Leblon, Rio de Janeiro - RJ;2500.0;55;1;0;1;14
Rua Auriflama, 195 - Guadalupe, Rio de Janeiro - RJ;450.0;25;1;0;1;14
Rua Paulo Moreira da Silva, 0 - Taquara, Rio de Janeiro - RJ;1100.0;48;1;1;1;14
Rua Aprazível, 28 - Santa Teresa, Rio de Janeiro - RJ;1900.0;18;1;0;1;14
Rua Padre Leandro Altoe, 120 - Vista Alegre, Rio de Janeiro - RJ;1050.0;75;1;1;1;14
Rua André Cavalcanti, 88 - Centro, Rio de Janeiro - RJ;1000.0;36;1;0;1;14
Glória, Rio de Janeiro - RJ;2100.0;45;1;1;2;14
Rua Arquiteto, 912 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;700.0;25;1;0;1;14
Avenida Braz de Pina, 685 - Penha Circular, Rio de Janeiro - RJ;850.0;60;1;1;1;15
Rua General Roca - Tijuca, Rio de Janeiro - RJ;1000.0;36;1;0;1;15
Realengo, Rio de Janeiro - RJ;600.0;55;1;0;1;15
Rua Gustavo de Andrade, 134 - Vista Alegre, Rio de Janeiro - RJ;750.0;30;1;1;1;15
Rua Maici, 158 - Tauá, Rio de Janeiro - RJ;1100.0;45;1;0;1;15
Rua Riachuelo, 239 - Centro, Rio de Janeiro - RJ;1250.0;55;1;0;1;15
Avenida Nelson Cardoso, 1325 - Taquara, Rio de Janeiro - RJ;1300.0;72;1;0;1;15
Avenida das Américas - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;3000.0;65;1;1;1;15
Avenida Nossa Senhora de Copacabana, 441 - Copacabana, Rio de Janeiro - RJ;1400.0;30;1;0;1;15
Praia do Flamengo - Catete, Rio de Janeiro - RJ;1300.0;27;1;0;1;15
Rua do Humaitá, 205 - Humaitá, Rio de Janeiro - RJ;2000.0;38;1;0;2;15
Rua Franz Weissman, 180 - Barra da Tijuca, Rio de Janeiro - RJ;3500.0;42;1;1;1;15
Avenida Princesa Isabel - Copacabana, Rio de Janeiro - RJ;1700.0;38;1;0;1;15
Rua Miguel Lemos - Copacabana, Rio de Janeiro - RJ;2200.0;41;1;0;1;15
Rua Riachuelo, 70 - Centro, Rio de Janeiro - RJ;600.0;16;1;0;1;15
Avenida Maracanã - Tijuca, Rio de Janeiro - RJ;1500.0;42;1;0;1;15
Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ;2500.0;60;1;1;1;15
Rua Cândido Mendes, 140 - Glória, Rio de Janeiro - RJ;1200.0;30;1;0;1;15
Rua Júlio de Castilhos, 55 - Copacabana, Rio de Janeiro - RJ;950.0;35;1;0;1;15
Rua Paulo Moreira da Silva - Taquara, Rio de Janeiro - RJ;970.0;50;1;1;1;15
Avenida Nossa Senhora de Copacabana, 728 - Copacabana, Rio de Janeiro - RJ;1500.0;53;1;0;1;15
Rua Real Grandeza - Botafogo, Rio de Janeiro - RJ;120.0;22;1;0;1;15
Rua José Linhares, 117 - Leblon, Rio de Janeiro - RJ;2700.0;50;1;1;1;15
Avenida Atlântica - Copacabana, Rio de Janeiro - RJ;3500.0;28;1;0;1;15
Rua Visconde de Pirajá, 66 - Ipanema, Rio de Janeiro - RJ;2800.0;60;1;0;1;15
Rua Joaquim Nabuco - Ipanema, Rio de Janeiro - RJ;2000.0;40;1;0;1;15
Ipanema, Rio de Janeiro - RJ;2300.0;48;1;0;1;15
Avenida Gomes Freire, 788 - Centro, Rio de Janeiro - RJ;1100.0;35;1;0;1;15
Rua Souza Lima - Copacabana, Rio de Janeiro - RJ;200.0;30;1;0;1;15
Rua Cruz e Sousa - Encantado, Rio de Janeiro - RJ;750.0;45;1;0;1;15
Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ;2000.0;49;1;0;1;15
Rua Piragibe Frota Aguiar - Copacabana, Rio de Janeiro - RJ;2500.0;52;1;0;1;15
Rua do Catete, 66 - Catete, Rio de Janeiro - RJ;1200.0;32;1;0;1;15
Rua Piraí - Marechal Hermes, Rio de Janeiro - RJ;850.0;10;1;0;1;15
Estrada dos Bandeirantes, 98 - Jacarepaguá, Rio de Janeiro - RJ;2000.0;39;1;1;1;15
Estrada da Pedra, 5040 - Guaratiba, Rio de Janeiro - RJ;500.0;32;1;0;1;15
Estrada do Pontal - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;2480.0;50;1;0;1;16
Vila da Penha, Rio de Janeiro - RJ;700.0;40;1;0;1;16
Rua Carlos Gois - Leblon, Rio de Janeiro - RJ;7000.0;37;1;0;1;16
Rua do Resende - Centro, Rio de Janeiro - RJ;700.0;25;1;0;1;16
Estrada de Jacarepaguá, 5573 - Anil, Rio de Janeiro - RJ;750.0;46;1;1;1;16
Rua Barata Ribeiro, 407 - Copacabana, Rio de Janeiro - RJ;1600.0;57;1;0;1;16
Rua Carlos Gois - Leblon, Rio de Janeiro - RJ;3150.0;40;1;0;1;16
Rua Leopoldo Miguez, 40 - Copacabana, Rio de Janeiro - RJ;1500.0;30;1;0;1;16
Avenida Engenheiro Richard - Grajaú, Rio de Janeiro - RJ;700.0;25;1;0;1;16
Rua Riachuelo, 70 - Centro, Rio de Janeiro - RJ;600.0;16;1;0;1;16
Rua Silva Mourão, 89 - Cachambi, Rio de Janeiro - RJ;1390.0;50;1;1;1;16
Avenida Calógeras, 6 - Centro, Rio de Janeiro - RJ;1350.0;40;1;0;1;16
Rua Adalberto Aranha - Vila Isabel, Rio de Janeiro - RJ;1000.0;30;1;0;1;16
Rua Pompeu Loureiro - Copacabana, Rio de Janeiro - RJ;1800.0;38;1;1;1;16
Rua Professor Clemente Ferreira, 1337 - Bangu, Rio de Janeiro - RJ;900.0;38;1;0;1;16
Rua Alceu Amoroso Lima, 65 - Barra da Tijuca, Rio de Janeiro - RJ;2000.0;62;1;0;1;16
Avenida José Luiz Ferraz, 610 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1900.0;60;1;0;1;16
Rua Umberto Passini, 182 - Campo Grande, Rio de Janeiro - RJ;450.0;30;1;0;1;16
Copacabana, Rio de Janeiro - RJ;1800.0;42;1;0;1;16
Rua Tenente Possolo - Centro, Rio de Janeiro - RJ;700.0;33;1;0;1;16
Rua Menta, 227 - Barra da Tijuca, Rio de Janeiro - RJ;800.0;40;1;0;1;16
Rua Heráclito Graça, 68 - Lins de Vasconcelos, Rio de Janeiro - RJ;900.0;60;1;1;1;16
Rua Humberto de Campos, 242 - Leblon, Rio de Janeiro - RJ;3000.0;45;1;0;1;16
Avenida Nossa Senhora de Copacabana, 1145 - Copacabana, Rio de Janeiro - RJ;1100.0;30;1;0;1;16
Rua Doutor Antônio de Medeiros - Tauá, Rio de Janeiro - RJ;900.0;45;1;0;1;16
